0.7993;0.8029;0.7993;9.0090
0.7993;0.8070;0.7988;7.4050
0.8029;0.8058;0.8030;7.7030
0.7737;0.7770;0.7738;6.4460
0.8029;0.8188;0.8014;4.9360
0.7628;0.7601;0.7634;7.5411
0.7664;0.7681;0.7666;10.4070
0.8029;0.8188;0.8014;6.5740
0.7628;0.7584;0.7635;9.2860
0.7810;0.7931;0.7801;12.0930
0.8066;0.8166;0.8058;7.6540
0.7920;0.7865;0.7929;8.2560
0.7956;0.8095;0.7944;5.5590
0.7993;0.8084;0.7986;8.5320
0.7810;0.7761;0.7819;5.3780
0.7810;0.7931;0.7801;6.0700
0.8139;0.8090;0.8148;6.3920
0.7956;0.8082;0.7946;7.2160
0.8066;0.8100;0.8066;5.3440
0.7372;0.7429;0.7371;6.3250
0.7336;0.7203;0.7350;6.6850
0.8175;0.8214;0.8174;5.2870
0.8139;0.8294;0.8123;7.5050
0.7920;0.8106;0.7902;5.6570
0.7956;0.7879;0.7968;5.8375
0.8321;0.8333;0.8324;8.8490
0.7920;0.8106;0.7902;7.5740
0.7883;0.7958;0.7879;9.7500
0.8139;0.8271;0.8126;7.2700
0.8139;0.8294;0.8123;7.2420
0.7956;0.8069;0.7947;9.5010
0.8175;0.8201;0.8176;7.3470
0.8029;0.8112;0.8023;5.9990
0.7920;0.7942;0.7921;6.0580
0.7847;0.8053;0.7827;8.8780
0.7883;0.7972;0.7877;10.1550
0.7664;0.7630;0.7671;6.4190
0.7920;0.8094;0.7904;6.9680
0.7847;0.7986;0.7835;6.3090
0.7993;0.8057;0.7989;7.4320
0.7883;0.7868;0.7889;6.1401
0.7810;0.7842;0.7811;8.2730
0.7336;0.7402;0.7334;7.1930
0.7883;0.7868;0.7889;9.5858
0.8102;0.8156;0.8100;7.3800
0.7774;0.7782;0.7777;6.2780
0.7956;0.8095;0.7944;8.6515
0.8285;0.8315;0.8285;5.1380
0.7628;0.7811;0.7613;5.5910
0.8102;0.8088;0.8108;6.4690
